Version;Date_of_report;Date_of_statistics_week_start;Age_group;Hospital_admission_notification;Hospital_admission;IC_admission_notification;IC_admission
4;2024-02-14 00:30:00;2023-05-29;0-4;4;2;0;0
4;2024-02-14 00:30:00;2023-05-29;5-9;0;0;0;0
4;2024-02-14 00:30:00;2023-05-29;10-14;0;0;0;0
4;2024-02-14 00:30:00;2023-05-29;15-19;0;0;0;0
4;2024-02-14 00:30:00;2023-05-29;20-24;0;1;0;1
4;2024-02-14 00:30:00;2023-05-29;25-29;0;0;0;0
4;2024-02-14 00:30:00;2023-05-29;30-34;0;1;1;0
4;2024-02-14 00:30:00;2023-05-29;35-39;3;2;1;1
4;2024-02-14 00:30:00;2023-05-29;40-44;2;0;0;0
4;2024-02-14 00:30:00;2023-05-29;45-49;2;1;0;0
4;2024-02-14 00:30:00;2023-05-29;50-54;1;1;0;0
4;2024-02-14 00:30:00;2023-05-29;55-59;4;3;1;1
4;2024-02-14 00:30:00;2023-05-29;60-64;2;6;0;0
4;2024-02-14 00:30:00;2023-05-29;65-69;8;6;0;0
4;2024-02-14 00:30:00;2023-05-29;70-74;12;14;0;0
4;2024-02-14 00:30:00;2023-05-29;75-79;18;20;1;1
4;2024-02-14 00:30:00;2023-05-29;80-84;14;15;2;1
4;2024-02-14 00:30:00;2023-05-29;85-89;15;10;0;0
4;2024-02-14 00:30:00;2023-05-29;90+;5;7;1;1
4;2024-02-14 00:30:00;2023-05-29;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-06-05;0-4;5;1;0;0
4;2024-02-14 00:30:00;2023-06-05;5-9;0;0;0;0
4;2024-02-14 00:30:00;2023-06-05;10-14;1;0;0;0
4;2024-02-14 00:30:00;2023-06-05;15-19;0;0;0;0
4;2024-02-14 00:30:00;2023-06-05;20-24;1;0;1;0
4;2024-02-14 00:30:00;2023-06-05;25-29;0;0;0;0
4;2024-02-14 00:30:00;2023-06-05;30-34;3;2;0;0
4;2024-02-14 00:30:00;2023-06-05;35-39;1;0;0;0
4;2024-02-14 00:30:00;2023-06-05;40-44;1;1;0;0
4;2024-02-14 00:30:00;2023-06-05;45-49;2;1;0;0
4;2024-02-14 00:30:00;2023-06-05;50-54;3;2;0;0
4;2024-02-14 00:30:00;2023-06-05;55-59;4;3;0;0
4;2024-02-14 00:30:00;2023-06-05;60-64;9;10;1;3
4;2024-02-14 00:30:00;2023-06-05;65-69;8;7;1;2
4;2024-02-14 00:30:00;2023-06-05;70-74;9;2;0;0
4;2024-02-14 00:30:00;2023-06-05;75-79;18;11;0;0
4;2024-02-14 00:30:00;2023-06-05;80-84;26;19;1;3
4;2024-02-14 00:30:00;2023-06-05;85-89;10;9;0;0
4;2024-02-14 00:30:00;2023-06-05;90+;8;4;0;0
4;2024-02-14 00:30:00;2023-06-05;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-06-12;0-4;5;1;0;0
4;2024-02-14 00:30:00;2023-06-12;5-9;0;0;0;0
4;2024-02-14 00:30:00;2023-06-12;10-14;0;0;0;0
4;2024-02-14 00:30:00;2023-06-12;15-19;1;0;0;0
4;2024-02-14 00:30:00;2023-06-12;20-24;1;0;0;0
4;2024-02-14 00:30:00;2023-06-12;25-29;3;1;0;0
4;2024-02-14 00:30:00;2023-06-12;30-34;2;0;0;0
4;2024-02-14 00:30:00;2023-06-12;35-39;1;2;0;0
4;2024-02-14 00:30:00;2023-06-12;40-44;1;0;0;0
4;2024-02-14 00:30:00;2023-06-12;45-49;2;1;0;0
4;2024-02-14 00:30:00;2023-06-12;50-54;2;1;0;0
4;2024-02-14 00:30:00;2023-06-12;55-59;7;5;1;2
4;2024-02-14 00:30:00;2023-06-12;60-64;13;2;1;0
4;2024-02-14 00:30:00;2023-06-12;65-69;10;13;1;0
4;2024-02-14 00:30:00;2023-06-12;70-74;11;8;2;2
4;2024-02-14 00:30:00;2023-06-12;75-79;16;9;1;2
4;2024-02-14 00:30:00;2023-06-12;80-84;13;7;2;0
4;2024-02-14 00:30:00;2023-06-12;85-89;13;9;0;1
4;2024-02-14 00:30:00;2023-06-12;90+;6;3;0;0
4;2024-02-14 00:30:00;2023-06-12;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-06-19;0-4;7;1;0;0
4;2024-02-14 00:30:00;2023-06-19;5-9;0;0;0;0
4;2024-02-14 00:30:00;2023-06-19;10-14;0;0;0;0
4;2024-02-14 00:30:00;2023-06-19;15-19;0;0;0;0
4;2024-02-14 00:30:00;2023-06-19;20-24;1;0;0;0
4;2024-02-14 00:30:00;2023-06-19;25-29;0;1;0;1
4;2024-02-14 00:30:00;2023-06-19;30-34;1;0;0;0
4;2024-02-14 00:30:00;2023-06-19;35-39;3;1;0;0
4;2024-02-14 00:30:00;2023-06-19;40-44;1;0;0;0
4;2024-02-14 00:30:00;2023-06-19;45-49;0;1;0;0
4;2024-02-14 00:30:00;2023-06-19;50-54;2;1;0;0
4;2024-02-14 00:30:00;2023-06-19;55-59;7;1;1;0
4;2024-02-14 00:30:00;2023-06-19;60-64;7;2;1;0
4;2024-02-14 00:30:00;2023-06-19;65-69;14;2;1;2
4;2024-02-14 00:30:00;2023-06-19;70-74;8;4;0;0
4;2024-02-14 00:30:00;2023-06-19;75-79;15;5;2;2
4;2024-02-14 00:30:00;2023-06-19;80-84;14;7;0;0
4;2024-02-14 00:30:00;2023-06-19;85-89;16;5;1;0
4;2024-02-14 00:30:00;2023-06-19;90+;10;2;0;0
4;2024-02-14 00:30:00;2023-06-19;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-06-26;0-4;6;0;0;0
4;2024-02-14 00:30:00;2023-06-26;5-9;0;0;0;0
4;2024-02-14 00:30:00;2023-06-26;10-14;0;0;0;0
4;2024-02-14 00:30:00;2023-06-26;15-19;0;1;0;0
4;2024-02-14 00:30:00;2023-06-26;20-24;0;0;0;0
4;2024-02-14 00:30:00;2023-06-26;25-29;2;0;1;0
4;2024-02-14 00:30:00;2023-06-26;30-34;2;1;0;0
4;2024-02-14 00:30:00;2023-06-26;35-39;1;0;0;0
4;2024-02-14 00:30:00;2023-06-26;40-44;2;0;0;0
4;2024-02-14 00:30:00;2023-06-26;45-49;1;0;0;0
4;2024-02-14 00:30:00;2023-06-26;50-54;5;3;1;1
4;2024-02-14 00:30:00;2023-06-26;55-59;3;1;0;0
4;2024-02-14 00:30:00;2023-06-26;60-64;7;1;0;0
4;2024-02-14 00:30:00;2023-06-26;65-69;9;4;1;0
4;2024-02-14 00:30:00;2023-06-26;70-74;13;5;0;0
4;2024-02-14 00:30:00;2023-06-26;75-79;15;8;1;1
4;2024-02-14 00:30:00;2023-06-26;80-84;11;4;0;0
4;2024-02-14 00:30:00;2023-06-26;85-89;9;4;0;0
4;2024-02-14 00:30:00;2023-06-26;90+;4;1;0;0
4;2024-02-14 00:30:00;2023-06-26;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-07-03;0-4;2;3;0;0
4;2024-02-14 00:30:00;2023-07-03;5-9;0;0;0;0
4;2024-02-14 00:30:00;2023-07-03;10-14;0;0;0;0
4;2024-02-14 00:30:00;2023-07-03;15-19;1;0;0;0
4;2024-02-14 00:30:00;2023-07-03;20-24;0;0;0;0
4;2024-02-14 00:30:00;2023-07-03;25-29;0;0;0;0
4;2024-02-14 00:30:00;2023-07-03;30-34;0;0;0;0
4;2024-02-14 00:30:00;2023-07-03;35-39;0;0;0;0
4;2024-02-14 00:30:00;2023-07-03;40-44;0;0;0;0
4;2024-02-14 00:30:00;2023-07-03;45-49;0;0;0;0
4;2024-02-14 00:30:00;2023-07-03;50-54;1;1;0;0
4;2024-02-14 00:30:00;2023-07-03;55-59;1;1;0;0
4;2024-02-14 00:30:00;2023-07-03;60-64;2;3;0;0
4;2024-02-14 00:30:00;2023-07-03;65-69;2;3;0;0
4;2024-02-14 00:30:00;2023-07-03;70-74;1;3;0;0
4;2024-02-14 00:30:00;2023-07-03;75-79;5;9;1;1
4;2024-02-14 00:30:00;2023-07-03;80-84;4;8;0;0
4;2024-02-14 00:30:00;2023-07-03;85-89;3;7;0;0
4;2024-02-14 00:30:00;2023-07-03;90+;3;6;0;0
4;2024-02-14 00:30:00;2023-07-03;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-07-10;0-4;2;1;0;0
4;2024-02-14 00:30:00;2023-07-10;5-9;0;1;0;0
4;2024-02-14 00:30:00;2023-07-10;10-14;0;0;0;0
4;2024-02-14 00:30:00;2023-07-10;15-19;0;0;0;0
4;2024-02-14 00:30:00;2023-07-10;20-24;0;0;0;0
4;2024-02-14 00:30:00;2023-07-10;25-29;0;0;0;0
4;2024-02-14 00:30:00;2023-07-10;30-34;0;1;0;0
4;2024-02-14 00:30:00;2023-07-10;35-39;0;1;0;0
4;2024-02-14 00:30:00;2023-07-10;40-44;0;1;0;0
4;2024-02-14 00:30:00;2023-07-10;45-49;0;0;0;0
4;2024-02-14 00:30:00;2023-07-10;50-54;1;2;0;0
4;2024-02-14 00:30:00;2023-07-10;55-59;1;1;0;0
4;2024-02-14 00:30:00;2023-07-10;60-64;3;1;1;1
4;2024-02-14 00:30:00;2023-07-10;65-69;0;3;0;0
4;2024-02-14 00:30:00;2023-07-10;70-74;6;4;0;1
4;2024-02-14 00:30:00;2023-07-10;75-79;8;8;0;0
4;2024-02-14 00:30:00;2023-07-10;80-84;5;8;0;0
4;2024-02-14 00:30:00;2023-07-10;85-89;7;7;0;1
4;2024-02-14 00:30:00;2023-07-10;90+;1;4;0;0
4;2024-02-14 00:30:00;2023-07-10;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-07-17;0-4;2;1;0;0
4;2024-02-14 00:30:00;2023-07-17;5-9;1;0;0;0
4;2024-02-14 00:30:00;2023-07-17;10-14;0;0;0;0
4;2024-02-14 00:30:00;2023-07-17;15-19;0;0;0;0
4;2024-02-14 00:30:00;2023-07-17;20-24;0;0;0;0
4;2024-02-14 00:30:00;2023-07-17;25-29;1;1;0;0
4;2024-02-14 00:30:00;2023-07-17;30-34;1;0;1;1
4;2024-02-14 00:30:00;2023-07-17;35-39;0;0;0;0
4;2024-02-14 00:30:00;2023-07-17;40-44;0;0;0;0
4;2024-02-14 00:30:00;2023-07-17;45-49;0;0;0;0
4;2024-02-14 00:30:00;2023-07-17;50-54;2;2;0;0
4;2024-02-14 00:30:00;2023-07-17;55-59;0;1;0;0
4;2024-02-14 00:30:00;2023-07-17;60-64;0;3;0;0
4;2024-02-14 00:30:00;2023-07-17;65-69;5;4;0;0
4;2024-02-14 00:30:00;2023-07-17;70-74;5;5;0;0
4;2024-02-14 00:30:00;2023-07-17;75-79;9;12;1;2
4;2024-02-14 00:30:00;2023-07-17;80-84;8;6;0;0
4;2024-02-14 00:30:00;2023-07-17;85-89;6;4;1;0
4;2024-02-14 00:30:00;2023-07-17;90+;5;2;0;0
4;2024-02-14 00:30:00;2023-07-17;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-07-24;0-4;4;1;0;0
4;2024-02-14 00:30:00;2023-07-24;5-9;0;0;0;0
4;2024-02-14 00:30:00;2023-07-24;10-14;0;0;0;0
4;2024-02-14 00:30:00;2023-07-24;15-19;0;0;0;0
4;2024-02-14 00:30:00;2023-07-24;20-24;0;0;0;0
4;2024-02-14 00:30:00;2023-07-24;25-29;1;1;0;0
4;2024-02-14 00:30:00;2023-07-24;30-34;0;1;0;0
4;2024-02-14 00:30:00;2023-07-24;35-39;1;0;0;0
4;2024-02-14 00:30:00;2023-07-24;40-44;0;1;0;0
4;2024-02-14 00:30:00;2023-07-24;45-49;0;0;0;0
4;2024-02-14 00:30:00;2023-07-24;50-54;1;1;0;0
4;2024-02-14 00:30:00;2023-07-24;55-59;1;1;0;0
4;2024-02-14 00:30:00;2023-07-24;60-64;2;2;0;0
4;2024-02-14 00:30:00;2023-07-24;65-69;4;5;0;1
4;2024-02-14 00:30:00;2023-07-24;70-74;4;6;1;0
4;2024-02-14 00:30:00;2023-07-24;75-79;8;9;2;2
4;2024-02-14 00:30:00;2023-07-24;80-84;4;7;0;0
4;2024-02-14 00:30:00;2023-07-24;85-89;4;5;0;0
4;2024-02-14 00:30:00;2023-07-24;90+;1;3;0;0
4;2024-02-14 00:30:00;2023-07-24;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-07-31;0-4;0;0;0;0
4;2024-02-14 00:30:00;2023-07-31;5-9;0;0;0;0
4;2024-02-14 00:30:00;2023-07-31;10-14;0;1;0;0
4;2024-02-14 00:30:00;2023-07-31;15-19;0;0;0;0
4;2024-02-14 00:30:00;2023-07-31;20-24;0;0;0;0
4;2024-02-14 00:30:00;2023-07-31;25-29;1;1;0;0
4;2024-02-14 00:30:00;2023-07-31;30-34;2;2;0;0
4;2024-02-14 00:30:00;2023-07-31;35-39;0;1;0;0
4;2024-02-14 00:30:00;2023-07-31;40-44;2;0;0;0
4;2024-02-14 00:30:00;2023-07-31;45-49;0;2;0;0
4;2024-02-14 00:30:00;2023-07-31;50-54;2;4;0;0
4;2024-02-14 00:30:00;2023-07-31;55-59;3;4;0;0
4;2024-02-14 00:30:00;2023-07-31;60-64;1;3;0;1
4;2024-02-14 00:30:00;2023-07-31;65-69;6;6;2;1
4;2024-02-14 00:30:00;2023-07-31;70-74;6;6;0;0
4;2024-02-14 00:30:00;2023-07-31;75-79;12;16;1;0
4;2024-02-14 00:30:00;2023-07-31;80-84;11;12;0;0
4;2024-02-14 00:30:00;2023-07-31;85-89;4;10;0;0
4;2024-02-14 00:30:00;2023-07-31;90+;5;1;0;0
4;2024-02-14 00:30:00;2023-07-31;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-08-07;0-4;1;1;0;0
4;2024-02-14 00:30:00;2023-08-07;5-9;0;0;0;0
4;2024-02-14 00:30:00;2023-08-07;10-14;1;0;0;0
4;2024-02-14 00:30:00;2023-08-07;15-19;0;0;0;0
4;2024-02-14 00:30:00;2023-08-07;20-24;1;2;0;0
4;2024-02-14 00:30:00;2023-08-07;25-29;1;1;0;0
4;2024-02-14 00:30:00;2023-08-07;30-34;1;2;1;1
4;2024-02-14 00:30:00;2023-08-07;35-39;0;0;0;0
4;2024-02-14 00:30:00;2023-08-07;40-44;1;0;0;0
4;2024-02-14 00:30:00;2023-08-07;45-49;1;0;0;0
4;2024-02-14 00:30:00;2023-08-07;50-54;6;3;0;0
4;2024-02-14 00:30:00;2023-08-07;55-59;3;2;0;0
4;2024-02-14 00:30:00;2023-08-07;60-64;6;3;1;0
4;2024-02-14 00:30:00;2023-08-07;65-69;7;5;0;0
4;2024-02-14 00:30:00;2023-08-07;70-74;6;3;0;0
4;2024-02-14 00:30:00;2023-08-07;75-79;17;15;2;2
4;2024-02-14 00:30:00;2023-08-07;80-84;12;15;0;0
4;2024-02-14 00:30:00;2023-08-07;85-89;10;5;0;0
4;2024-02-14 00:30:00;2023-08-07;90+;4;4;0;0
4;2024-02-14 00:30:00;2023-08-07;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-08-14;0-4;2;3;0;0
4;2024-02-14 00:30:00;2023-08-14;5-9;0;0;0;0
4;2024-02-14 00:30:00;2023-08-14;10-14;0;0;0;0
4;2024-02-14 00:30:00;2023-08-14;15-19;0;1;0;0
4;2024-02-14 00:30:00;2023-08-14;20-24;1;1;0;0
4;2024-02-14 00:30:00;2023-08-14;25-29;0;0;0;0
4;2024-02-14 00:30:00;2023-08-14;30-34;4;1;0;0
4;2024-02-14 00:30:00;2023-08-14;35-39;0;1;0;0
4;2024-02-14 00:30:00;2023-08-14;40-44;2;3;0;0
4;2024-02-14 00:30:00;2023-08-14;45-49;0;2;0;0
4;2024-02-14 00:30:00;2023-08-14;50-54;0;0;1;1
4;2024-02-14 00:30:00;2023-08-14;55-59;1;1;0;0
4;2024-02-14 00:30:00;2023-08-14;60-64;1;3;0;0
4;2024-02-14 00:30:00;2023-08-14;65-69;7;4;0;0
4;2024-02-14 00:30:00;2023-08-14;70-74;5;4;1;1
4;2024-02-14 00:30:00;2023-08-14;75-79;12;10;0;1
4;2024-02-14 00:30:00;2023-08-14;80-84;17;14;0;0
4;2024-02-14 00:30:00;2023-08-14;85-89;10;13;1;1
4;2024-02-14 00:30:00;2023-08-14;90+;5;8;0;0
4;2024-02-14 00:30:00;2023-08-14;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-08-21;0-4;1;2;0;0
4;2024-02-14 00:30:00;2023-08-21;5-9;0;0;0;0
4;2024-02-14 00:30:00;2023-08-21;10-14;0;0;0;0
4;2024-02-14 00:30:00;2023-08-21;15-19;0;0;0;0
4;2024-02-14 00:30:00;2023-08-21;20-24;1;0;0;0
4;2024-02-14 00:30:00;2023-08-21;25-29;0;1;0;0
4;2024-02-14 00:30:00;2023-08-21;30-34;1;2;0;0
4;2024-02-14 00:30:00;2023-08-21;35-39;1;0;0;0
4;2024-02-14 00:30:00;2023-08-21;40-44;2;3;0;0
4;2024-02-14 00:30:00;2023-08-21;45-49;3;3;1;1
4;2024-02-14 00:30:00;2023-08-21;50-54;0;5;0;0
4;2024-02-14 00:30:00;2023-08-21;55-59;2;6;0;0
4;2024-02-14 00:30:00;2023-08-21;60-64;5;4;0;1
4;2024-02-14 00:30:00;2023-08-21;65-69;5;8;1;1
4;2024-02-14 00:30:00;2023-08-21;70-74;13;13;1;1
4;2024-02-14 00:30:00;2023-08-21;75-79;12;13;1;2
4;2024-02-14 00:30:00;2023-08-21;80-84;11;9;0;0
4;2024-02-14 00:30:00;2023-08-21;85-89;7;8;0;1
4;2024-02-14 00:30:00;2023-08-21;90+;7;12;0;0
4;2024-02-14 00:30:00;2023-08-21;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-08-28;0-4;5;9;0;0
4;2024-02-14 00:30:00;2023-08-28;5-9;0;0;0;0
4;2024-02-14 00:30:00;2023-08-28;10-14;0;0;0;0
4;2024-02-14 00:30:00;2023-08-28;15-19;0;0;0;0
4;2024-02-14 00:30:00;2023-08-28;20-24;2;2;0;0
4;2024-02-14 00:30:00;2023-08-28;25-29;2;1;0;0
4;2024-02-14 00:30:00;2023-08-28;30-34;0;0;0;0
4;2024-02-14 00:30:00;2023-08-28;35-39;1;2;0;0
4;2024-02-14 00:30:00;2023-08-28;40-44;2;0;0;0
4;2024-02-14 00:30:00;2023-08-28;45-49;2;1;0;0
4;2024-02-14 00:30:00;2023-08-28;50-54;6;3;0;0
4;2024-02-14 00:30:00;2023-08-28;55-59;7;3;0;0
4;2024-02-14 00:30:00;2023-08-28;60-64;4;6;3;3
4;2024-02-14 00:30:00;2023-08-28;65-69;5;6;1;1
4;2024-02-14 00:30:00;2023-08-28;70-74;11;16;1;1
4;2024-02-14 00:30:00;2023-08-28;75-79;15;24;3;2
4;2024-02-14 00:30:00;2023-08-28;80-84;16;19;1;1
4;2024-02-14 00:30:00;2023-08-28;85-89;13;14;2;1
4;2024-02-14 00:30:00;2023-08-28;90+;13;10;0;0
4;2024-02-14 00:30:00;2023-08-28;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-09-04;0-4;2;5;0;0
4;2024-02-14 00:30:00;2023-09-04;5-9;0;0;0;0
4;2024-02-14 00:30:00;2023-09-04;10-14;0;0;0;0
4;2024-02-14 00:30:00;2023-09-04;15-19;0;3;0;0
4;2024-02-14 00:30:00;2023-09-04;20-24;0;0;0;0
4;2024-02-14 00:30:00;2023-09-04;25-29;1;1;0;0
4;2024-02-14 00:30:00;2023-09-04;30-34;0;0;0;0
4;2024-02-14 00:30:00;2023-09-04;35-39;4;4;0;0
4;2024-02-14 00:30:00;2023-09-04;40-44;0;1;0;0
4;2024-02-14 00:30:00;2023-09-04;45-49;4;3;1;1
4;2024-02-14 00:30:00;2023-09-04;50-54;4;5;0;0
4;2024-02-14 00:30:00;2023-09-04;55-59;3;8;0;0
4;2024-02-14 00:30:00;2023-09-04;60-64;7;9;1;0
4;2024-02-14 00:30:00;2023-09-04;65-69;9;18;1;1
4;2024-02-14 00:30:00;2023-09-04;70-74;12;20;1;2
4;2024-02-14 00:30:00;2023-09-04;75-79;25;34;1;1
4;2024-02-14 00:30:00;2023-09-04;80-84;26;34;1;1
4;2024-02-14 00:30:00;2023-09-04;85-89;25;29;0;0
4;2024-02-14 00:30:00;2023-09-04;90+;11;15;0;0
4;2024-02-14 00:30:00;2023-09-04;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-09-11;0-4;14;10;0;0
4;2024-02-14 00:30:00;2023-09-11;5-9;1;1;0;0
4;2024-02-14 00:30:00;2023-09-11;10-14;0;0;0;0
4;2024-02-14 00:30:00;2023-09-11;15-19;4;1;0;0
4;2024-02-14 00:30:00;2023-09-11;20-24;0;0;0;0
4;2024-02-14 00:30:00;2023-09-11;25-29;1;1;0;0
4;2024-02-14 00:30:00;2023-09-11;30-34;1;3;0;0
4;2024-02-14 00:30:00;2023-09-11;35-39;2;1;0;0
4;2024-02-14 00:30:00;2023-09-11;40-44;1;0;0;0
4;2024-02-14 00:30:00;2023-09-11;45-49;2;4;0;0
4;2024-02-14 00:30:00;2023-09-11;50-54;2;6;0;0
4;2024-02-14 00:30:00;2023-09-11;55-59;6;5;1;2
4;2024-02-14 00:30:00;2023-09-11;60-64;8;13;0;0
4;2024-02-14 00:30:00;2023-09-11;65-69;22;18;0;0
4;2024-02-14 00:30:00;2023-09-11;70-74;17;27;3;2
4;2024-02-14 00:30:00;2023-09-11;75-79;30;31;5;5
4;2024-02-14 00:30:00;2023-09-11;80-84;30;31;4;5
4;2024-02-14 00:30:00;2023-09-11;85-89;14;16;0;0
4;2024-02-14 00:30:00;2023-09-11;90+;10;6;0;0
4;2024-02-14 00:30:00;2023-09-11;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-09-18;0-4;3;5;0;0
4;2024-02-14 00:30:00;2023-09-18;5-9;0;0;0;0
4;2024-02-14 00:30:00;2023-09-18;10-14;0;1;0;0
4;2024-02-14 00:30:00;2023-09-18;15-19;0;0;0;0
4;2024-02-14 00:30:00;2023-09-18;20-24;0;1;0;0
4;2024-02-14 00:30:00;2023-09-18;25-29;0;3;0;0
4;2024-02-14 00:30:00;2023-09-18;30-34;1;0;0;0
4;2024-02-14 00:30:00;2023-09-18;35-39;1;3;0;0
4;2024-02-14 00:30:00;2023-09-18;40-44;0;0;0;0
4;2024-02-14 00:30:00;2023-09-18;45-49;2;1;0;0
4;2024-02-14 00:30:00;2023-09-18;50-54;4;1;0;0
4;2024-02-14 00:30:00;2023-09-18;55-59;5;9;1;2
4;2024-02-14 00:30:00;2023-09-18;60-64;13;11;0;1
4;2024-02-14 00:30:00;2023-09-18;65-69;13;15;0;0
4;2024-02-14 00:30:00;2023-09-18;70-74;29;26;2;3
4;2024-02-14 00:30:00;2023-09-18;75-79;33;35;2;2
4;2024-02-14 00:30:00;2023-09-18;80-84;22;27;0;2
4;2024-02-14 00:30:00;2023-09-18;85-89;25;27;1;2
4;2024-02-14 00:30:00;2023-09-18;90+;9;7;0;0
4;2024-02-14 00:30:00;2023-09-18;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-09-25;0-4;4;1;0;0
4;2024-02-14 00:30:00;2023-09-25;5-9;0;0;0;0
4;2024-02-14 00:30:00;2023-09-25;10-14;0;0;0;0
4;2024-02-14 00:30:00;2023-09-25;15-19;0;0;0;0
4;2024-02-14 00:30:00;2023-09-25;20-24;1;1;0;0
4;2024-02-14 00:30:00;2023-09-25;25-29;4;1;0;0
4;2024-02-14 00:30:00;2023-09-25;30-34;1;2;0;0
4;2024-02-14 00:30:00;2023-09-25;35-39;2;2;0;0
4;2024-02-14 00:30:00;2023-09-25;40-44;1;2;0;0
4;2024-02-14 00:30:00;2023-09-25;45-49;1;2;0;0
4;2024-02-14 00:30:00;2023-09-25;50-54;5;6;2;2
4;2024-02-14 00:30:00;2023-09-25;55-59;10;9;2;1
4;2024-02-14 00:30:00;2023-09-25;60-64;9;14;0;2
4;2024-02-14 00:30:00;2023-09-25;65-69;19;20;0;1
4;2024-02-14 00:30:00;2023-09-25;70-74;29;32;3;3
4;2024-02-14 00:30:00;2023-09-25;75-79;35;46;2;1
4;2024-02-14 00:30:00;2023-09-25;80-84;29;32;2;0
4;2024-02-14 00:30:00;2023-09-25;85-89;27;17;2;1
4;2024-02-14 00:30:00;2023-09-25;90+;9;13;0;0
4;2024-02-14 00:30:00;2023-09-25;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-10-02;0-4;5;5;0;0
4;2024-02-14 00:30:00;2023-10-02;5-9;0;0;0;0
4;2024-02-14 00:30:00;2023-10-02;10-14;1;0;0;0
4;2024-02-14 00:30:00;2023-10-02;15-19;0;0;0;0
4;2024-02-14 00:30:00;2023-10-02;20-24;1;2;0;0
4;2024-02-14 00:30:00;2023-10-02;25-29;1;2;1;2
4;2024-02-14 00:30:00;2023-10-02;30-34;4;2;1;1
4;2024-02-14 00:30:00;2023-10-02;35-39;1;0;0;0
4;2024-02-14 00:30:00;2023-10-02;40-44;1;2;0;0
4;2024-02-14 00:30:00;2023-10-02;45-49;2;2;0;0
4;2024-02-14 00:30:00;2023-10-02;50-54;6;4;0;0
4;2024-02-14 00:30:00;2023-10-02;55-59;8;5;1;0
4;2024-02-14 00:30:00;2023-10-02;60-64;14;13;2;1
4;2024-02-14 00:30:00;2023-10-02;65-69;23;26;1;2
4;2024-02-14 00:30:00;2023-10-02;70-74;34;42;3;5
4;2024-02-14 00:30:00;2023-10-02;75-79;57;62;6;10
4;2024-02-14 00:30:00;2023-10-02;80-84;46;52;2;1
4;2024-02-14 00:30:00;2023-10-02;85-89;15;27;0;0
4;2024-02-14 00:30:00;2023-10-02;90+;22;22;0;0
4;2024-02-14 00:30:00;2023-10-02;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-10-09;0-4;5;5;0;0
4;2024-02-14 00:30:00;2023-10-09;5-9;0;0;0;0
4;2024-02-14 00:30:00;2023-10-09;10-14;0;0;0;0
4;2024-02-14 00:30:00;2023-10-09;15-19;0;0;0;0
4;2024-02-14 00:30:00;2023-10-09;20-24;4;4;0;0
4;2024-02-14 00:30:00;2023-10-09;25-29;1;1;1;0
4;2024-02-14 00:30:00;2023-10-09;30-34;1;1;0;0
4;2024-02-14 00:30:00;2023-10-09;35-39;0;2;0;0
4;2024-02-14 00:30:00;2023-10-09;40-44;2;3;0;0
4;2024-02-14 00:30:00;2023-10-09;45-49;2;2;0;0
4;2024-02-14 00:30:00;2023-10-09;50-54;4;4;0;0
4;2024-02-14 00:30:00;2023-10-09;55-59;6;7;0;0
4;2024-02-14 00:30:00;2023-10-09;60-64;19;18;2;1
4;2024-02-14 00:30:00;2023-10-09;65-69;13;16;0;1
4;2024-02-14 00:30:00;2023-10-09;70-74;34;33;2;0
4;2024-02-14 00:30:00;2023-10-09;75-79;56;50;4;3
4;2024-02-14 00:30:00;2023-10-09;80-84;45;43;2;4
4;2024-02-14 00:30:00;2023-10-09;85-89;30;34;2;2
4;2024-02-14 00:30:00;2023-10-09;90+;17;18;0;0
4;2024-02-14 00:30:00;2023-10-09;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-10-16;0-4;2;5;0;0
4;2024-02-14 00:30:00;2023-10-16;5-9;0;1;0;0
4;2024-02-14 00:30:00;2023-10-16;10-14;0;0;0;0
4;2024-02-14 00:30:00;2023-10-16;15-19;0;0;0;0
4;2024-02-14 00:30:00;2023-10-16;20-24;1;0;0;0
4;2024-02-14 00:30:00;2023-10-16;25-29;2;3;0;0
4;2024-02-14 00:30:00;2023-10-16;30-34;0;2;0;0
4;2024-02-14 00:30:00;2023-10-16;35-39;2;2;0;0
4;2024-02-14 00:30:00;2023-10-16;40-44;1;2;0;0
