Version;Date_of_report;Date_of_statistics_week_start;Age_group;Hospital_admission_notification;Hospital_admission;IC_admission_notification;IC_admission
4;2024-02-14 00:30:00;2023-10-16;45-49;2;1;0;0
4;2024-02-14 00:30:00;2023-10-16;50-54;6;11;1;1
4;2024-02-14 00:30:00;2023-10-16;55-59;6;6;1;1
4;2024-02-14 00:30:00;2023-10-16;60-64;11;23;1;2
4;2024-02-14 00:30:00;2023-10-16;65-69;24;28;4;1
4;2024-02-14 00:30:00;2023-10-16;70-74;32;44;0;1
4;2024-02-14 00:30:00;2023-10-16;75-79;53;68;6;7
4;2024-02-14 00:30:00;2023-10-16;80-84;46;64;4;2
4;2024-02-14 00:30:00;2023-10-16;85-89;36;45;0;1
4;2024-02-14 00:30:00;2023-10-16;90+;11;28;0;0
4;2024-02-14 00:30:00;2023-10-16;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-10-23;0-4;6;9;0;0
4;2024-02-14 00:30:00;2023-10-23;5-9;1;0;0;0
4;2024-02-14 00:30:00;2023-10-23;10-14;0;0;0;0
4;2024-02-14 00:30:00;2023-10-23;15-19;0;0;0;0
4;2024-02-14 00:30:00;2023-10-23;20-24;1;0;0;0
4;2024-02-14 00:30:00;2023-10-23;25-29;5;3;1;1
4;2024-02-14 00:30:00;2023-10-23;30-34;3;7;1;1
4;2024-02-14 00:30:00;2023-10-23;35-39;3;3;1;1
4;2024-02-14 00:30:00;2023-10-23;40-44;4;2;0;0
4;2024-02-14 00:30:00;2023-10-23;45-49;1;8;0;1
4;2024-02-14 00:30:00;2023-10-23;50-54;10;4;0;0
4;2024-02-14 00:30:00;2023-10-23;55-59;6;15;1;1
4;2024-02-14 00:30:00;2023-10-23;60-64;22;19;2;1
4;2024-02-14 00:30:00;2023-10-23;65-69;33;36;1;1
4;2024-02-14 00:30:00;2023-10-23;70-74;47;45;1;4
4;2024-02-14 00:30:00;2023-10-23;75-79;64;77;6;7
4;2024-02-14 00:30:00;2023-10-23;80-84;78;83;2;4
4;2024-02-14 00:30:00;2023-10-23;85-89;42;50;1;0
4;2024-02-14 00:30:00;2023-10-23;90+;34;34;0;0
4;2024-02-14 00:30:00;2023-10-23;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-10-30;0-4;11;7;0;0
4;2024-02-14 00:30:00;2023-10-30;5-9;0;1;0;0
4;2024-02-14 00:30:00;2023-10-30;10-14;0;0;0;0
4;2024-02-14 00:30:00;2023-10-30;15-19;0;0;0;0
4;2024-02-14 00:30:00;2023-10-30;20-24;1;3;0;0
4;2024-02-14 00:30:00;2023-10-30;25-29;0;4;0;0
4;2024-02-14 00:30:00;2023-10-30;30-34;6;3;0;0
4;2024-02-14 00:30:00;2023-10-30;35-39;3;1;0;0
4;2024-02-14 00:30:00;2023-10-30;40-44;3;7;0;1
4;2024-02-14 00:30:00;2023-10-30;45-49;11;5;1;1
4;2024-02-14 00:30:00;2023-10-30;50-54;7;11;1;2
4;2024-02-14 00:30:00;2023-10-30;55-59;12;13;2;3
4;2024-02-14 00:30:00;2023-10-30;60-64;26;35;5;8
4;2024-02-14 00:30:00;2023-10-30;65-69;31;33;0;0
4;2024-02-14 00:30:00;2023-10-30;70-74;62;67;9;7
4;2024-02-14 00:30:00;2023-10-30;75-79;97;87;6;4
4;2024-02-14 00:30:00;2023-10-30;80-84;90;92;3;1
4;2024-02-14 00:30:00;2023-10-30;85-89;57;42;1;1
4;2024-02-14 00:30:00;2023-10-30;90+;33;27;0;0
4;2024-02-14 00:30:00;2023-10-30;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-11-06;0-4;5;7;0;0
4;2024-02-14 00:30:00;2023-11-06;5-9;1;2;0;0
4;2024-02-14 00:30:00;2023-11-06;10-14;0;1;0;0
4;2024-02-14 00:30:00;2023-11-06;15-19;0;0;0;0
4;2024-02-14 00:30:00;2023-11-06;20-24;5;4;1;1
4;2024-02-14 00:30:00;2023-11-06;25-29;4;3;1;1
4;2024-02-14 00:30:00;2023-11-06;30-34;1;3;0;0
4;2024-02-14 00:30:00;2023-11-06;35-39;2;5;0;0
4;2024-02-14 00:30:00;2023-11-06;40-44;4;4;0;0
4;2024-02-14 00:30:00;2023-11-06;45-49;4;5;1;0
4;2024-02-14 00:30:00;2023-11-06;50-54;9;13;2;1
4;2024-02-14 00:30:00;2023-11-06;55-59;10;14;2;4
4;2024-02-14 00:30:00;2023-11-06;60-64;23;26;3;3
4;2024-02-14 00:30:00;2023-11-06;65-69;30;30;1;1
4;2024-02-14 00:30:00;2023-11-06;70-74;58;65;10;11
4;2024-02-14 00:30:00;2023-11-06;75-79;80;93;6;7
4;2024-02-14 00:30:00;2023-11-06;80-84;55;59;1;3
4;2024-02-14 00:30:00;2023-11-06;85-89;33;46;0;0
4;2024-02-14 00:30:00;2023-11-06;90+;21;32;0;0
4;2024-02-14 00:30:00;2023-11-06;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-11-13;0-4;7;9;0;0
4;2024-02-14 00:30:00;2023-11-13;5-9;1;3;0;0
4;2024-02-14 00:30:00;2023-11-13;10-14;1;0;0;0
4;2024-02-14 00:30:00;2023-11-13;15-19;2;2;0;0
4;2024-02-14 00:30:00;2023-11-13;20-24;2;2;0;0
4;2024-02-14 00:30:00;2023-11-13;25-29;2;1;0;0
4;2024-02-14 00:30:00;2023-11-13;30-34;7;5;1;1
4;2024-02-14 00:30:00;2023-11-13;35-39;2;6;1;1
4;2024-02-14 00:30:00;2023-11-13;40-44;7;4;0;0
4;2024-02-14 00:30:00;2023-11-13;45-49;4;5;0;0
4;2024-02-14 00:30:00;2023-11-13;50-54;12;9;0;0
4;2024-02-14 00:30:00;2023-11-13;55-59;22;17;4;2
4;2024-02-14 00:30:00;2023-11-13;60-64;33;31;4;2
4;2024-02-14 00:30:00;2023-11-13;65-69;38;31;1;1
4;2024-02-14 00:30:00;2023-11-13;70-74;65;59;3;1
4;2024-02-14 00:30:00;2023-11-13;75-79;97;76;5;5
4;2024-02-14 00:30:00;2023-11-13;80-84;85;78;3;1
4;2024-02-14 00:30:00;2023-11-13;85-89;58;70;0;1
4;2024-02-14 00:30:00;2023-11-13;90+;41;36;0;0
4;2024-02-14 00:30:00;2023-11-13;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-11-20;0-4;7;17;0;0
4;2024-02-14 00:30:00;2023-11-20;5-9;2;0;0;0
4;2024-02-14 00:30:00;2023-11-20;10-14;0;1;0;0
4;2024-02-14 00:30:00;2023-11-20;15-19;1;1;0;0
4;2024-02-14 00:30:00;2023-11-20;20-24;2;1;0;0
4;2024-02-14 00:30:00;2023-11-20;25-29;2;3;0;0
4;2024-02-14 00:30:00;2023-11-20;30-34;4;5;0;1
4;2024-02-14 00:30:00;2023-11-20;35-39;7;6;0;2
4;2024-02-14 00:30:00;2023-11-20;40-44;4;6;0;0
4;2024-02-14 00:30:00;2023-11-20;45-49;3;9;0;1
4;2024-02-14 00:30:00;2023-11-20;50-54;12;14;0;2
4;2024-02-14 00:30:00;2023-11-20;55-59;22;20;2;2
4;2024-02-14 00:30:00;2023-11-20;60-64;31;30;4;3
4;2024-02-14 00:30:00;2023-11-20;65-69;36;46;3;4
4;2024-02-14 00:30:00;2023-11-20;70-74;68;62;1;4
4;2024-02-14 00:30:00;2023-11-20;75-79;82;94;3;2
4;2024-02-14 00:30:00;2023-11-20;80-84;86;74;2;2
4;2024-02-14 00:30:00;2023-11-20;85-89;63;64;1;0
4;2024-02-14 00:30:00;2023-11-20;90+;26;30;0;0
4;2024-02-14 00:30:00;2023-11-20;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-11-27;0-4;23;20;0;0
4;2024-02-14 00:30:00;2023-11-27;5-9;2;0;0;0
4;2024-02-14 00:30:00;2023-11-27;10-14;2;1;0;0
4;2024-02-14 00:30:00;2023-11-27;15-19;1;0;0;0
4;2024-02-14 00:30:00;2023-11-27;20-24;3;5;2;3
4;2024-02-14 00:30:00;2023-11-27;25-29;4;4;0;0
4;2024-02-14 00:30:00;2023-11-27;30-34;5;7;1;0
4;2024-02-14 00:30:00;2023-11-27;35-39;7;6;1;0
4;2024-02-14 00:30:00;2023-11-27;40-44;6;8;0;0
4;2024-02-14 00:30:00;2023-11-27;45-49;6;6;1;0
4;2024-02-14 00:30:00;2023-11-27;50-54;17;20;2;2
4;2024-02-14 00:30:00;2023-11-27;55-59;17;24;2;3
4;2024-02-14 00:30:00;2023-11-27;60-64;29;28;3;7
4;2024-02-14 00:30:00;2023-11-27;65-69;38;47;6;7
4;2024-02-14 00:30:00;2023-11-27;70-74;71;73;7;6
4;2024-02-14 00:30:00;2023-11-27;75-79;73;89;4;2
4;2024-02-14 00:30:00;2023-11-27;80-84;59;82;1;3
4;2024-02-14 00:30:00;2023-11-27;85-89;63;46;0;0
4;2024-02-14 00:30:00;2023-11-27;90+;34;48;0;0
4;2024-02-14 00:30:00;2023-11-27;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-12-04;0-4;18;14;0;0
4;2024-02-14 00:30:00;2023-12-04;5-9;0;0;0;0
4;2024-02-14 00:30:00;2023-12-04;10-14;2;2;0;0
4;2024-02-14 00:30:00;2023-12-04;15-19;0;0;0;0
4;2024-02-14 00:30:00;2023-12-04;20-24;4;4;1;0
4;2024-02-14 00:30:00;2023-12-04;25-29;7;10;1;1
4;2024-02-14 00:30:00;2023-12-04;30-34;10;9;0;0
4;2024-02-14 00:30:00;2023-12-04;35-39;7;9;1;0
4;2024-02-14 00:30:00;2023-12-04;40-44;9;10;0;1
4;2024-02-14 00:30:00;2023-12-04;45-49;16;12;0;0
4;2024-02-14 00:30:00;2023-12-04;50-54;19;21;3;2
4;2024-02-14 00:30:00;2023-12-04;55-59;28;36;3;6
4;2024-02-14 00:30:00;2023-12-04;60-64;43;46;2;4
4;2024-02-14 00:30:00;2023-12-04;65-69;54;70;7;9
4;2024-02-14 00:30:00;2023-12-04;70-74;68;91;4;10
4;2024-02-14 00:30:00;2023-12-04;75-79;98;107;7;10
4;2024-02-14 00:30:00;2023-12-04;80-84;94;96;4;4
4;2024-02-14 00:30:00;2023-12-04;85-89;59;86;1;1
4;2024-02-14 00:30:00;2023-12-04;90+;53;50;0;1
4;2024-02-14 00:30:00;2023-12-04;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-12-11;0-4;25;21;0;0
4;2024-02-14 00:30:00;2023-12-11;5-9;1;2;0;0
4;2024-02-14 00:30:00;2023-12-11;10-14;2;3;0;0
4;2024-02-14 00:30:00;2023-12-11;15-19;1;1;0;0
4;2024-02-14 00:30:00;2023-12-11;20-24;4;5;0;1
4;2024-02-14 00:30:00;2023-12-11;25-29;9;4;1;1
4;2024-02-14 00:30:00;2023-12-11;30-34;7;7;1;2
4;2024-02-14 00:30:00;2023-12-11;35-39;12;9;1;1
4;2024-02-14 00:30:00;2023-12-11;40-44;8;9;1;0
4;2024-02-14 00:30:00;2023-12-11;45-49;9;9;0;1
4;2024-02-14 00:30:00;2023-12-11;50-54;19;21;3;2
4;2024-02-14 00:30:00;2023-12-11;55-59;39;39;4;2
4;2024-02-14 00:30:00;2023-12-11;60-64;56;57;6;5
4;2024-02-14 00:30:00;2023-12-11;65-69;78;62;7;9
4;2024-02-14 00:30:00;2023-12-11;70-74;106;91;11;6
4;2024-02-14 00:30:00;2023-12-11;75-79;136;108;11;12
4;2024-02-14 00:30:00;2023-12-11;80-84;106;97;4;3
4;2024-02-14 00:30:00;2023-12-11;85-89;89;83;1;2
4;2024-02-14 00:30:00;2023-12-11;90+;60;47;1;0
4;2024-02-14 00:30:00;2023-12-11;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-12-18;0-4;13;13;0;0
4;2024-02-14 00:30:00;2023-12-18;5-9;5;4;0;0
4;2024-02-14 00:30:00;2023-12-18;10-14;1;1;0;0
4;2024-02-14 00:30:00;2023-12-18;15-19;1;1;0;0
4;2024-02-14 00:30:00;2023-12-18;20-24;5;3;1;0
4;2024-02-14 00:30:00;2023-12-18;25-29;1;4;0;2
4;2024-02-14 00:30:00;2023-12-18;30-34;15;12;1;0
4;2024-02-14 00:30:00;2023-12-18;35-39;8;4;0;0
4;2024-02-14 00:30:00;2023-12-18;40-44;15;10;2;1
4;2024-02-14 00:30:00;2023-12-18;45-49;6;6;1;1
4;2024-02-14 00:30:00;2023-12-18;50-54;30;24;1;2
4;2024-02-14 00:30:00;2023-12-18;55-59;35;23;5;2
4;2024-02-14 00:30:00;2023-12-18;60-64;54;39;7;3
4;2024-02-14 00:30:00;2023-12-18;65-69;73;52;10;4
4;2024-02-14 00:30:00;2023-12-18;70-74;100;87;8;6
4;2024-02-14 00:30:00;2023-12-18;75-79;96;71;10;5
4;2024-02-14 00:30:00;2023-12-18;80-84;101;83;3;2
4;2024-02-14 00:30:00;2023-12-18;85-89;88;81;1;0
4;2024-02-14 00:30:00;2023-12-18;90+;47;37;0;0
4;2024-02-14 00:30:00;2023-12-18;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2023-12-25;0-4;12;8;0;0
4;2024-02-14 00:30:00;2023-12-25;5-9;1;1;0;0
4;2024-02-14 00:30:00;2023-12-25;10-14;1;0;0;0
4;2024-02-14 00:30:00;2023-12-25;15-19;1;1;0;0
4;2024-02-14 00:30:00;2023-12-25;20-24;1;1;0;0
4;2024-02-14 00:30:00;2023-12-25;25-29;3;2;1;0
4;2024-02-14 00:30:00;2023-12-25;30-34;5;6;0;0
4;2024-02-14 00:30:00;2023-12-25;35-39;4;5;0;0
4;2024-02-14 00:30:00;2023-12-25;40-44;3;8;0;1
4;2024-02-14 00:30:00;2023-12-25;45-49;11;7;1;1
4;2024-02-14 00:30:00;2023-12-25;50-54;16;17;4;3
4;2024-02-14 00:30:00;2023-12-25;55-59;26;18;1;1
4;2024-02-14 00:30:00;2023-12-25;60-64;28;29;3;5
4;2024-02-14 00:30:00;2023-12-25;65-69;37;48;1;5
4;2024-02-14 00:30:00;2023-12-25;70-74;77;64;6;7
4;2024-02-14 00:30:00;2023-12-25;75-79;69;82;1;6
4;2024-02-14 00:30:00;2023-12-25;80-84;78;65;3;3
4;2024-02-14 00:30:00;2023-12-25;85-89;61;55;0;0
4;2024-02-14 00:30:00;2023-12-25;90+;31;34;0;0
4;2024-02-14 00:30:00;2023-12-25;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2024-01-01;0-4;7;8;0;0
4;2024-02-14 00:30:00;2024-01-01;5-9;1;2;0;0
4;2024-02-14 00:30:00;2024-01-01;10-14;1;2;0;0
4;2024-02-14 00:30:00;2024-01-01;15-19;0;0;0;0
4;2024-02-14 00:30:00;2024-01-01;20-24;2;2;1;1
4;2024-02-14 00:30:00;2024-01-01;25-29;4;1;1;0
4;2024-02-14 00:30:00;2024-01-01;30-34;5;6;0;0
4;2024-02-14 00:30:00;2024-01-01;35-39;4;2;0;0
4;2024-02-14 00:30:00;2024-01-01;40-44;12;6;1;0
4;2024-02-14 00:30:00;2024-01-01;45-49;4;3;2;1
4;2024-02-14 00:30:00;2024-01-01;50-54;13;4;2;2
4;2024-02-14 00:30:00;2024-01-01;55-59;19;20;3;4
4;2024-02-14 00:30:00;2024-01-01;60-64;26;16;5;3
4;2024-02-14 00:30:00;2024-01-01;65-69;45;24;4;3
4;2024-02-14 00:30:00;2024-01-01;70-74;44;29;7;6
4;2024-02-14 00:30:00;2024-01-01;75-79;61;38;8;5
4;2024-02-14 00:30:00;2024-01-01;80-84;47;37;2;2
4;2024-02-14 00:30:00;2024-01-01;85-89;63;36;1;1
4;2024-02-14 00:30:00;2024-01-01;90+;29;20;0;0
4;2024-02-14 00:30:00;2024-01-01;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2024-01-08;0-4;8;2;0;0
4;2024-02-14 00:30:00;2024-01-08;5-9;1;1;0;0
4;2024-02-14 00:30:00;2024-01-08;10-14;1;0;0;0
4;2024-02-14 00:30:00;2024-01-08;15-19;0;1;0;0
4;2024-02-14 00:30:00;2024-01-08;20-24;1;0;0;0
4;2024-02-14 00:30:00;2024-01-08;25-29;1;2;0;0
4;2024-02-14 00:30:00;2024-01-08;30-34;5;0;0;0
4;2024-02-14 00:30:00;2024-01-08;35-39;2;1;0;0
4;2024-02-14 00:30:00;2024-01-08;40-44;3;0;0;0
4;2024-02-14 00:30:00;2024-01-08;45-49;2;1;0;0
4;2024-02-14 00:30:00;2024-01-08;50-54;4;3;0;0
4;2024-02-14 00:30:00;2024-01-08;55-59;11;4;0;0
4;2024-02-14 00:30:00;2024-01-08;60-64;15;11;3;4
4;2024-02-14 00:30:00;2024-01-08;65-69;15;7;2;1
4;2024-02-14 00:30:00;2024-01-08;70-74;21;11;5;2
4;2024-02-14 00:30:00;2024-01-08;75-79;34;14;2;3
4;2024-02-14 00:30:00;2024-01-08;80-84;32;22;1;2
4;2024-02-14 00:30:00;2024-01-08;85-89;23;15;0;0
4;2024-02-14 00:30:00;2024-01-08;90+;22;11;1;1
4;2024-02-14 00:30:00;2024-01-08;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2024-01-15;0-4;1;2;0;0
4;2024-02-14 00:30:00;2024-01-15;5-9;0;0;0;0
4;2024-02-14 00:30:00;2024-01-15;10-14;0;0;0;0
4;2024-02-14 00:30:00;2024-01-15;15-19;1;0;0;0
4;2024-02-14 00:30:00;2024-01-15;20-24;0;0;0;0
4;2024-02-14 00:30:00;2024-01-15;25-29;3;2;0;0
4;2024-02-14 00:30:00;2024-01-15;30-34;1;3;0;0
4;2024-02-14 00:30:00;2024-01-15;35-39;1;2;0;0
4;2024-02-14 00:30:00;2024-01-15;40-44;0;0;0;0
4;2024-02-14 00:30:00;2024-01-15;45-49;1;1;0;1
4;2024-02-14 00:30:00;2024-01-15;50-54;2;2;1;1
4;2024-02-14 00:30:00;2024-01-15;55-59;3;2;0;0
4;2024-02-14 00:30:00;2024-01-15;60-64;6;4;1;0
4;2024-02-14 00:30:00;2024-01-15;65-69;4;2;2;0
4;2024-02-14 00:30:00;2024-01-15;70-74;7;5;1;1
4;2024-02-14 00:30:00;2024-01-15;75-79;12;9;4;2
4;2024-02-14 00:30:00;2024-01-15;80-84;17;19;0;0
4;2024-02-14 00:30:00;2024-01-15;85-89;10;8;0;0
4;2024-02-14 00:30:00;2024-01-15;90+;6;6;1;1
4;2024-02-14 00:30:00;2024-01-15;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2024-01-22;0-4;2;2;0;0
4;2024-02-14 00:30:00;2024-01-22;5-9;1;0;0;0
4;2024-02-14 00:30:00;2024-01-22;10-14;0;0;0;0
4;2024-02-14 00:30:00;2024-01-22;15-19;0;0;0;0
4;2024-02-14 00:30:00;2024-01-22;20-24;0;0;0;0
4;2024-02-14 00:30:00;2024-01-22;25-29;0;1;0;0
4;2024-02-14 00:30:00;2024-01-22;30-34;2;0;0;0
4;2024-02-14 00:30:00;2024-01-22;35-39;1;0;0;0
4;2024-02-14 00:30:00;2024-01-22;40-44;1;2;0;0
4;2024-02-14 00:30:00;2024-01-22;45-49;1;0;1;0
4;2024-02-14 00:30:00;2024-01-22;50-54;3;1;0;0
4;2024-02-14 00:30:00;2024-01-22;55-59;1;2;0;0
4;2024-02-14 00:30:00;2024-01-22;60-64;3;2;0;0
4;2024-02-14 00:30:00;2024-01-22;65-69;3;3;1;1
4;2024-02-14 00:30:00;2024-01-22;70-74;5;4;0;0
4;2024-02-14 00:30:00;2024-01-22;75-79;8;9;1;0
4;2024-02-14 00:30:00;2024-01-22;80-84;10;9;0;0
4;2024-02-14 00:30:00;2024-01-22;85-89;12;8;0;0
4;2024-02-14 00:30:00;2024-01-22;90+;7;8;0;0
4;2024-02-14 00:30:00;2024-01-22;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2024-01-29;0-4;2;0;0;0
4;2024-02-14 00:30:00;2024-01-29;5-9;0;0;0;0
4;2024-02-14 00:30:00;2024-01-29;10-14;0;0;0;0
4;2024-02-14 00:30:00;2024-01-29;15-19;0;0;0;0
4;2024-02-14 00:30:00;2024-01-29;20-24;1;1;0;0
4;2024-02-14 00:30:00;2024-01-29;25-29;1;0;0;0
4;2024-02-14 00:30:00;2024-01-29;30-34;0;1;0;1
4;2024-02-14 00:30:00;2024-01-29;35-39;0;0;0;0
4;2024-02-14 00:30:00;2024-01-29;40-44;1;1;0;0
4;2024-02-14 00:30:00;2024-01-29;45-49;0;0;0;0
4;2024-02-14 00:30:00;2024-01-29;50-54;0;1;0;0
4;2024-02-14 00:30:00;2024-01-29;55-59;4;1;1;0
4;2024-02-14 00:30:00;2024-01-29;60-64;3;2;2;1
4;2024-02-14 00:30:00;2024-01-29;65-69;3;3;1;1
4;2024-02-14 00:30:00;2024-01-29;70-74;9;9;1;2
4;2024-02-14 00:30:00;2024-01-29;75-79;8;6;4;3
4;2024-02-14 00:30:00;2024-01-29;80-84;16;7;5;4
4;2024-02-14 00:30:00;2024-01-29;85-89;8;5;1;1
4;2024-02-14 00:30:00;2024-01-29;90+;5;4;0;0
4;2024-02-14 00:30:00;2024-01-29;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2024-02-05;0-4;0;0;0;0
4;2024-02-14 00:30:00;2024-02-05;5-9;0;0;0;0
4;2024-02-14 00:30:00;2024-02-05;10-14;0;0;0;0
4;2024-02-14 00:30:00;2024-02-05;15-19;1;1;0;0
4;2024-02-14 00:30:00;2024-02-05;20-24;0;0;0;0
4;2024-02-14 00:30:00;2024-02-05;25-29;0;0;0;0
4;2024-02-14 00:30:00;2024-02-05;30-34;2;1;1;0
4;2024-02-14 00:30:00;2024-02-05;35-39;0;0;0;0
4;2024-02-14 00:30:00;2024-02-05;40-44;1;0;0;0
4;2024-02-14 00:30:00;2024-02-05;45-49;0;0;0;0
4;2024-02-14 00:30:00;2024-02-05;50-54;3;2;0;0
4;2024-02-14 00:30:00;2024-02-05;55-59;0;0;1;1
4;2024-02-14 00:30:00;2024-02-05;60-64;3;1;1;0
4;2024-02-14 00:30:00;2024-02-05;65-69;3;3;1;1
4;2024-02-14 00:30:00;2024-02-05;70-74;5;2;1;0
4;2024-02-14 00:30:00;2024-02-05;75-79;6;0;0;0
4;2024-02-14 00:30:00;2024-02-05;80-84;4;2;1;1
4;2024-02-14 00:30:00;2024-02-05;85-89;6;3;0;0
4;2024-02-14 00:30:00;2024-02-05;90+;5;4;0;0
4;2024-02-14 00:30:00;2024-02-05;Unknown;0;0;0;0
4;2024-02-14 00:30:00;2024-02-12;0-4;0;;0;
4;2024-02-14 00:30:00;2024-02-12;5-9;0;;0;
4;2024-02-14 00:30:00;2024-02-12;10-14;0;;0;
4;2024-02-14 00:30:00;2024-02-12;15-19;0;;0;
4;2024-02-14 00:30:00;2024-02-12;20-24;0;;0;
4;2024-02-14 00:30:00;2024-02-12;25-29;0;;0;
4;2024-02-14 00:30:00;2024-02-12;30-34;0;;0;
4;2024-02-14 00:30:00;2024-02-12;35-39;0;;0;
4;2024-02-14 00:30:00;2024-02-12;40-44;0;;0;
4;2024-02-14 00:30:00;2024-02-12;45-49;0;;0;
4;2024-02-14 00:30:00;2024-02-12;50-54;0;;0;
4;2024-02-14 00:30:00;2024-02-12;55-59;0;;0;
4;2024-02-14 00:30:00;2024-02-12;60-64;0;;0;
4;2024-02-14 00:30:00;2024-02-12;65-69;1;;0;
4;2024-02-14 00:30:00;2024-02-12;70-74;0;;0;
4;2024-02-14 00:30:00;2024-02-12;75-79;0;;0;
4;2024-02-14 00:30:00;2024-02-12;80-84;0;;0;
4;2024-02-14 00:30:00;2024-02-12;85-89;0;;0;
4;2024-02-14 00:30:00;2024-02-12;90+;2;;0;
4;2024-02-14 00:30:00;2024-02-12;Unknown;0;;0;
